version,name,fid,n,n_null,nan_pct
27.5.7a32.dev1,TDE_mag0,2,4961702,322185,6.4934371310489825
27.5.7a32.dev1,Timespan,0,4961702,0,0.0
27.5.7a32.dev1,ulens_chi,1,4961702,914366,18.428474745158013
27.5.7a32.dev1,ulens_chi,2,4961702,866079,17.45528046625936
27.5.7a32.dev1,ulens_fs,1,4961702,842081,16.971615788292002
27.5.7a32.dev1,ulens_fs,2,4961702,779582,15.711987539759543
27.5.7a32.dev1,ulens_mag0,1,4961702,842081,16.971615788292002
27.5.7a32.dev1,ulens_mag0,2,4961702,779582,15.711987539759543
27.5.7a32.dev1,ulens_t0,1,4961702,842081,16.971615788292002
27.5.7a32.dev1,ulens_t0,2,4961702,779582,15.711987539759543
27.5.7a32.dev1,ulens_tE,1,4961702,842081,16.971615788292002
27.5.7a32.dev1,ulens_tE,2,4961702,779582,15.711987539759543
27.5.7a32.dev1,ulens_u0,1,4961702,842081,16.971615788292002
27.5.7a32.dev1,ulens_u0,2,4961702,779582,15.711987539759543
27.5.7a32.dev1,W1-W2,0,4959853,4959853,100.0
27.5.7a32.dev1,W2-W3,0,4959853,4959853,100.0
27.5.7a32.dev1,W3-W4,0,4961702,4961702,100.0
