oid,flat_base,flat_abl,top_base,top_abl
ZTF20acvwdny,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF20acvxvlc,EB/EW,CV/Nova,Periodic,Periodic
ZTF20acvybwe,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20acvylqu,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20acvzutd,RSCVn,YSO,Periodic,Stochastic
ZTF20acwfgge,CV/Nova,CV/Nova,Periodic,Transient
ZTF20acwfjdn,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20acwrhoy,LPV,CV/Nova,Periodic,Stochastic
ZTF20acwtxyo,RSCVn,YSO,Periodic,Stochastic
ZTF20acwyoxj,RRLc,RRLc,Periodic,Periodic
ZTF20acwzerf,LPV,YSO,Periodic,Stochastic
ZTF20acxckmu,YSO,YSO,Periodic,Stochastic
ZTF20acxnkdw,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20acxnnzu,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20acyqfxx,RSCVn,YSO,Periodic,Stochastic
ZTF20acyyhvj,RSCVn,CV/Nova,Periodic,Stochastic
ZTF20aczigag,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20aczoobr,YSO,YSO,Periodic,Stochastic
ZTF20aczxypi,RSCVn,RSCVn,Periodic,Periodic
ZTF20aczybed,CV/Nova,CV/Nova,Periodic,Transient
ZTF20adboadf,CEP,YSO,Periodic,Periodic
ZTF20adcanyv,QSO,CV/Nova,Stochastic,Stochastic
ZTF21aaablow,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21aaaimmp,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21aaajstl,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21aaapyje,EB/EW,EB/EW,Periodic,Periodic
ZTF21aaaurzt,RRLab,CV/Nova,Periodic,Periodic
ZTF21aabbdqq,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21aabcewu,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21aabcmbg,Periodic-Other,EA,Periodic,Periodic
ZTF21aabcnxs,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21aabovon,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21aabpagg,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21aabroil,QSO,CV/Nova,Stochastic,Stochastic
ZTF21aabxtwu,EA,CV/Nova,Periodic,Periodic
ZTF21aabzfru,CV/Nova,CV/Nova,Periodic,Transient
ZTF21aacasiv,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21aacmvae,RRLc,RRLc,Periodic,Periodic
ZTF21aacwsdm,RSCVn,CV/Nova,Periodic,Periodic
ZTF21aadcbex,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21aadicnb,QSO,CV/Nova,Stochastic,Stochastic
ZTF21aadrxje,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF21aaepydo,RSCVn,CV/Nova,Periodic,Stochastic
ZTF21aaeqief,EA,CV/Nova,Periodic,Stochastic
ZTF21aaetqbq,DSCT,CV/Nova,Periodic,Periodic
ZTF21aafxkop,CV/Nova,CV/Nova,Periodic,Transient
ZTF21aagtxqi,LPV,YSO,Periodic,Stochastic
ZTF21aagtyrg,Periodic-Other,YSO,Periodic,Periodic
ZTF21aaguhld,CV/Nova,CV/Nova,Periodic,Periodic
ZTF21aagyqti,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF21aahqwno,RSCVn,Microlensing,Periodic,Stochastic
ZTF21aahqytx,LPV,YSO,Periodic,Stochastic
ZTF21aaiqzsk,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21aajmvno,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21aajoovu,CEP,CV/Nova,Periodic,Stochastic
ZTF21aajpgmz,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21aajqhvo,RSCVn,YSO,Stochastic,Stochastic
ZTF21aamdgxo,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21aamxljs,QSO,CV/Nova,Stochastic,Stochastic
ZTF21aanoaht,CV/Nova,CV/Nova,Periodic,Transient
ZTF21aanrysj,LPV,YSO,Periodic,Stochastic
ZTF21aanupcj,RSCVn,Microlensing,Periodic,Stochastic
ZTF21aaocrpc,RSCVn,CV/Nova,Periodic,Stochastic
ZTF21aaoctid,YSO,CV/Nova,Stochastic,Stochastic
ZTF21aaodbtx,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21aaomdpe,QSO,CV/Nova,Stochastic,Stochastic
ZTF21aaorilr,RSCVn,EA,Periodic,Periodic
ZTF21aaorklh,CV/Nova,CV/Nova,Periodic,Periodic
ZTF21aaoruqj,Periodic-Other,YSO,Periodic,Stochastic
ZTF21aaqthty,YSO,CV/Nova,Stochastic,Stochastic
ZTF21aaqtnwp,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21aarfend,RSCVn,RSCVn,Periodic,Periodic
ZTF21aargtdt,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF21aarwfdf,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21aarzypm,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21aasreng,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21aassdud,YSO,CV/Nova,Stochastic,Stochastic
ZTF21aasshux,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21aassifh,RSCVn,CV/Nova,Periodic,Stochastic
ZTF21aasskmf,RSCVn,RSCVn,Periodic,Periodic
ZTF21aastayn,EA,CV/Nova,Periodic,Periodic
ZTF21aasxdqq,LPV,YSO,Periodic,Periodic
ZTF21aasxivv,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF21aasxiwr,YSO,CV/Nova,Periodic,Stochastic
ZTF21aasxoef,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21aasxums,LPV,CV/Nova,Periodic,Stochastic
ZTF21aasxwxo,LPV,CV/Nova,Periodic,Stochastic
ZTF21aasyaod,LPV,YSO,Periodic,Stochastic
ZTF21aasybaa,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21aatsacz,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21aatzqvv,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF21aaufvro,Blazar,TDE,Stochastic,Stochastic
ZTF21aaulukz,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21aauvlir,QSO,CV/Nova,Stochastic,Stochastic
ZTF21aavfuwv,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21aavglyo,QSO,CV/Nova,Stochastic,Stochastic
ZTF21aavhthk,RRLab,RRLab,Periodic,Periodic
ZTF21aavrfrs,QSO,CV/Nova,Stochastic,Stochastic
ZTF21aavtqnh,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21aawgvrm,EB/EW,EB/EW,Periodic,Periodic
ZTF21aawtmxt,QSO,CV/Nova,Stochastic,Stochastic
ZTF21aaxbwfq,Periodic-Other,CV/Nova,Periodic,Transient
ZTF21aaxiwcp,LPV,CEP,Periodic,Periodic
ZTF21aazezni,LPV,LPV,Periodic,Periodic
ZTF21aazmgzg,Blazar,CV/Nova,Stochastic,Stochastic
ZTF21aazxtam,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21aazzlnz,QSO,CV/Nova,Stochastic,Stochastic
ZTF21abahvnj,EA,EA,Periodic,Periodic
ZTF21abapsor,LPV,YSO,Periodic,Stochastic
ZTF21abashdu,QSO,CV/Nova,Stochastic,Stochastic
ZTF21abavzpi,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21abbrykq,EA,EA,Periodic,Periodic
ZTF21abbwswg,LPV,YSO,Periodic,Stochastic
ZTF21abcgfxb,RSCVn,Microlensing,Periodic,Stochastic
ZTF21abcgimk,RSCVn,Microlensing,Periodic,Periodic
ZTF21abcgjfc,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21abcgooc,LPV,YSO,Periodic,Stochastic
ZTF21abcvqdm,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21abczciv,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21abdbdnd,QSO,CV/Nova,Stochastic,Stochastic
ZTF21abdfjza,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21abdvemk,RSCVn,YSO,Periodic,Periodic
ZTF21abebkgb,RSCVn,CV/Nova,Stochastic,Stochastic
ZTF21abehhuk,YSO,YSO,Stochastic,Stochastic
ZTF21abeineq,YSO,YSO,Periodic,Stochastic
ZTF21abepick,QSO,CV/Nova,Stochastic,Stochastic
ZTF21abepiyk,RSCVn,RSCVn,Periodic,Stochastic
ZTF21abeqjlk,QSO,CV/Nova,Stochastic,Stochastic
ZTF21aberehs,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21abesrbj,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21abfepyv,YSO,CV/Nova,Periodic,Periodic
ZTF21abfevrv,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21abffdub,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21abffhbp,LPV,LPV,Periodic,Periodic
ZTF21abfhzyq,RSCVn,RSCVn,Periodic,Periodic
ZTF21abfkrff,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21abfppai,LPV,YSO,Periodic,Stochastic
ZTF21abghwfq,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF21abgoydz,CV/Nova,CV/Nova,Periodic,Transient
ZTF21abgyysa,RSCVn,YSO,Periodic,Stochastic
ZTF21abhctxw,LPV,CV/Nova,Periodic,Stochastic
ZTF21abhdtnr,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF21abheops,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21abhromy,EB/EW,CV/Nova,Periodic,Periodic
ZTF21abhthgo,LPV,CV/Nova,Periodic,Transient
ZTF21abidzrd,YSO,CV/Nova,Periodic,Stochastic
ZTF21abihwkl,RSCVn,YSO,Periodic,Stochastic
ZTF21abikvvf,YSO,YSO,Periodic,Stochastic
ZTF21abikzqu,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21abinvjg,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21abitqbv,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF21abjcwom,RSCVn,CV/Nova,Periodic,Stochastic
ZTF21abjiebh,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21abjnian,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21abjnmoq,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21abjrjqj,CEP,CV/Nova,Periodic,Stochastic
ZTF21abjscmr,DSCT,DSCT,Periodic,Periodic
ZTF21abjvfqu,LPV,YSO,Periodic,Stochastic
ZTF21abjysok,EA,CV/Nova,Periodic,Periodic
ZTF21abkbgdt,YSO,CV/Nova,Stochastic,Stochastic
ZTF21abkndlv,LPV,CV/Nova,Periodic,Stochastic
ZTF21abknfhn,LPV,YSO,Periodic,Stochastic
ZTF21abkorvm,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF21abkxgul,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21ablhwee,LPV,CV/Nova,Periodic,Stochastic
ZTF21ablhxfh,LPV,CV/Nova,Periodic,Stochastic
ZTF21ablplha,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21ablpnwc,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21abltuao,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF21ablziwo,YSO,YSO,Periodic,Stochastic
ZTF21abnbmef,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21abnjmnt,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21abnkfbj,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21abnvmob,LPV,CEP,Periodic,Periodic
ZTF21aboymtj,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21abozjea,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21abpjinu,LPV,YSO,Periodic,Periodic
ZTF21abpqfjf,YSO,CV/Nova,Stochastic,Stochastic
ZTF21abrhsvh,QSO,CV/Nova,Stochastic,Stochastic
ZTF21absjktz,QSO,CV/Nova,Stochastic,Stochastic
ZTF21absrhon,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21abtmgbo,EA,YSO,Periodic,Stochastic
ZTF21abtneqx,RSCVn,RSCVn,Periodic,Periodic
ZTF21abtrehl,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21abuitun,RSCVn,YSO,Stochastic,Stochastic
ZTF21abujcwq,YSO,YSO,Stochastic,Stochastic
ZTF21abulmhl,QSO,CV/Nova,Stochastic,Stochastic
ZTF21abuugei,YSO,CV/Nova,Stochastic,Stochastic
ZTF21abuyjra,LPV,LPV,Periodic,Stochastic
ZTF21abuyqse,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21abyrfci,QSO,CV/Nova,Stochastic,Stochastic
ZTF21acabkuz,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21acajims,RSCVn,CV/Nova,Periodic,Stochastic
ZTF21acajxwa,QSO,CV/Nova,Stochastic,Stochastic
ZTF21acarbyq,QSO,CV/Nova,Stochastic,Stochastic
ZTF21acarorl,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21acbgofx,CV/Nova,CV/Nova,Periodic,Transient
ZTF21acfuhvh,EA,CV/Nova,Periodic,Transient
ZTF21acgnjsi,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF21acgntnh,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21acgsmea,Periodic-Other,CV/Nova,Periodic,Transient
ZTF21acgtqjo,EA,CV/Nova,Periodic,Stochastic
ZTF21acguuxp,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21achohxn,Blazar,CV/Nova,Stochastic,Stochastic
ZTF21achprio,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF21acilpcy,LPV,YSO,Periodic,Periodic
ZTF21acirfgc,RSCVn,CV/Nova,Periodic,Stochastic
ZTF21acirsja,RSCVn,CV/Nova,Periodic,Periodic
ZTF21acjysnf,QSO,CV/Nova,Stochastic,Stochastic
ZTF21acnhcxx,DSCT,CV/Nova,Periodic,Periodic
ZTF21acniuar,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21acojpek,RSCVn,CV/Nova,Periodic,Periodic
ZTF21acozvei,YSO,CV/Nova,Stochastic,Stochastic
ZTF21acpkyzv,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF21acqcrts,RSCVn,YSO,Periodic,Stochastic
ZTF21acrazbz,QSO,CV/Nova,Stochastic,Stochastic
ZTF21acsjoqs,Periodic-Other,EB/EW,Periodic,Periodic
ZTF21acsmrth,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF21acudhrg,LPV,CEP,Periodic,Periodic
ZTF22aabbrdf,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF22aabgyez,RSCVn,YSO,Periodic,Periodic
ZTF22aabhdar,Periodic-Other,YSO,Periodic,Stochastic
ZTF22aabpany,RSCVn,YSO,Periodic,Stochastic
ZTF22aabsiiz,QSO,CV/Nova,Stochastic,Stochastic
ZTF22aabwvkp,Blazar,CV/Nova,Stochastic,Stochastic
ZTF22aacecwt,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF22aacejju,RSCVn,YSO,Periodic,Stochastic
ZTF22aacuglm,YSO,YSO,Stochastic,Stochastic
ZTF22aacyjkj,QSO,CV/Nova,Stochastic,Stochastic
ZTF22aadibzf,YSO,YSO,Stochastic,Stochastic
ZTF22aaejgim,QSO,CV/Nova,Stochastic,Stochastic
ZTF22aaeuezp,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF22aafavvq,RSCVn,YSO,Periodic,Stochastic
ZTF22aafbcdr,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF22aafmbkn,RSCVn,YSO,Periodic,Stochastic
ZTF22aafmgic,CV/Nova,CV/Nova,Stochastic,Periodic
ZTF22aafnloz,LPV,CV/Nova,Stochastic,Stochastic
ZTF22aagehxg,AGN,CV/Nova,Stochastic,Stochastic
ZTF22aagethm,CV/Nova,CV/Nova,Periodic,Transient
ZTF22aagfuuu,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF22aagfyiq,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF22aagital,QSO,CV/Nova,Stochastic,Stochastic
ZTF22aagvwwa,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF22aahbltt,YSO,YSO,Periodic,Periodic
ZTF22aahbrom,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF22aahwyhl,Periodic-Other,YSO,Periodic,Stochastic
ZTF22aaijyor,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF22aaivtqf,LPV,YSO,Periodic,Stochastic
ZTF22aaivzzg,EB/EW,EB/EW,Periodic,Periodic
ZTF22aajjmxf,LPV,CV/Nova,Stochastic,Stochastic
ZTF22aajkjdl,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF22aajllae,YSO,CV/Nova,Stochastic,Stochastic
ZTF22aajpzqv,RSCVn,YSO,Periodic,Stochastic
ZTF22aajzupp,RSCVn,CV/Nova,Periodic,Stochastic
ZTF22aakkbqx,QSO,CV/Nova,Stochastic,Stochastic
ZTF22aakpduu,YSO,YSO,Periodic,Stochastic
ZTF22aaksfmu,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF22aakvwcp,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF22aalbiqq,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF22aalgijh,YSO,CV/Nova,Stochastic,Stochastic
ZTF22aalsguf,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF22aaludsw,YSO,CV/Nova,Periodic,Periodic
ZTF22aalwozu,YSO,YSO,Periodic,Periodic
ZTF22aamhdna,RSCVn,CV/Nova,Periodic,Stochastic
ZTF22aamheja,Periodic-Other,YSO,Periodic,Periodic
ZTF22aampsua,CEP,YSO,Periodic,Periodic
ZTF22aanzcvi,Periodic-Other,YSO,Periodic,Stochastic
ZTF22aaodsfx,LPV,CV/Nova,Periodic,Transient
ZTF22aaoecku,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF22aaolygp,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF22aaoxkzt,QSO,CV/Nova,Stochastic,Stochastic
ZTF22aapixzs,RSCVn,CV/Nova,Periodic,Stochastic
ZTF22aaqcjsi,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF22aaqlvyr,QSO,CV/Nova,Stochastic,Stochastic
ZTF22aaqpjtp,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF22aaqrzng,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF22aaquqgw,Periodic-Other,YSO,Periodic,Stochastic
ZTF22aasdkcb,QSO,CV/Nova,Stochastic,Stochastic
ZTF22aashweu,LPV,YSO,Periodic,Stochastic
ZTF22aasrlye,EB/EW,EB/EW,Periodic,Periodic
ZTF22aatjtdv,RSCVn,YSO,Periodic,Stochastic
ZTF22aauvlqv,LPV,YSO,Periodic,Stochastic
ZTF22aauyfve,YSO,YSO,Stochastic,Periodic
ZTF22aavisrt,EA,YSO,Periodic,Periodic
ZTF22aawexhk,QSO,CV/Nova,Stochastic,Periodic
ZTF22aaxwtct,CV/Nova,CV/Nova,Stochastic,Periodic
ZTF22aayacpd,CV/Nova,CV/Nova,Periodic,Transient
ZTF22aaybmkt,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF22aayxhbg,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF22aazivhm,EA,CV/Nova,Periodic,Stochastic
ZTF22abbeboa,LPV,LPV,Periodic,Periodic
ZTF22abbfhxr,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF22abbhcmi,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF22abbptxj,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF22abbqysb,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF22abbrbds,CEP,YSO,Periodic,Periodic
ZTF22abcbwoq,RSCVn,YSO,Periodic,Stochastic
ZTF22abcqxgt,QSO,CV/Nova,Stochastic,Stochastic
ZTF22abcvnay,Microlensing,Microlensing,Stochastic,Stochastic
ZTF22abejzon,LPV,YSO,Periodic,Stochastic
ZTF22abejzrw,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF22abeklor,RSCVn,CV/Nova,Periodic,Periodic
ZTF22abemxjo,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF22abezgar,RRLab,RRLab,Periodic,Periodic
ZTF22abfkulq,LPV,YSO,Periodic,Stochastic
ZTF22abgaweg,QSO,CV/Nova,Stochastic,Stochastic
ZTF22abgopbh,AGN,SLSN,Stochastic,Transient
ZTF22abgpyph,QSO,CV/Nova,Stochastic,Stochastic
ZTF22abhcprt,RSCVn,CV/Nova,Periodic,Stochastic
ZTF22abjkhge,LPV,CV/Nova,Periodic,Stochastic
ZTF22abjpkvj,Blazar,CV/Nova,Stochastic,Stochastic
ZTF22abjrqjs,RRLc,RRLc,Periodic,Periodic
ZTF22abjuusd,QSO,CV/Nova,Stochastic,Stochastic
ZTF22abkyagx,AGN,SNII,Stochastic,Transient
ZTF22abmbcyd,YSO,CV/Nova,Stochastic,Stochastic
ZTF22abmmeax,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF22abmsxoi,RSCVn,CV/Nova,Periodic,Stochastic
ZTF22abnjaig,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF22abocvoh,YSO,CV/Nova,Stochastic,Stochastic
ZTF22aboczlk,LPV,YSO,Periodic,Stochastic
ZTF22abosxov,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF22abosyia,Periodic-Other,YSO,Periodic,Stochastic
ZTF22aboteaa,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF22aboyndk,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF22abpfzbj,Periodic-Other,Microlensing,Periodic,Stochastic
ZTF22abpocdk,RSCVn,YSO,Periodic,Periodic
ZTF22abpzbio,RSCVn,YSO,Periodic,Stochastic
ZTF22abqafxq,YSO,YSO,Periodic,Stochastic
ZTF22abqqgdp,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF22abqvmxi,RSCVn,CV/Nova,Periodic,Periodic
ZTF22abrpkhu,RSCVn,YSO,Periodic,Stochastic
ZTF22abrpomq,QSO,CV/Nova,Stochastic,Stochastic
ZTF22absgwcy,RSCVn,YSO,Periodic,Stochastic
ZTF22absmrso,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF22absoxfl,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF22absvzyg,RSCVn,YSO,Periodic,Periodic
ZTF22abtdzlg,SNIa,SNIa,Transient,Transient
ZTF22abtoxwi,LPV,YSO,Periodic,Stochastic
ZTF22abttsug,LPV,YSO,Periodic,Stochastic
ZTF22abubmab,RSCVn,CV/Nova,Periodic,Stochastic
ZTF22abuqswx,EA,YSO,Periodic,Periodic
ZTF22abvgppn,CEP,CEP,Periodic,Periodic
ZTF22abvvhav,QSO,CV/Nova,Stochastic,Stochastic
ZTF22abvxzgb,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF22abwqkzf,RSCVn,YSO,Periodic,Stochastic
ZTF22abwwluw,LPV,YSO,Periodic,Stochastic
ZTF22abwwykp,LPV,CV/Nova,Stochastic,Stochastic
ZTF22abwxkcw,YSO,YSO,Periodic,Stochastic
ZTF22abwzmtw,RSCVn,YSO,Periodic,Periodic
ZTF22abxczvt,QSO,CV/Nova,Stochastic,Stochastic
ZTF22abybmom,YSO,YSO,Periodic,Stochastic
ZTF22abysuve,CV/Nova,CV/Nova,Periodic,Periodic
ZTF22abywkdn,QSO,CV/Nova,Stochastic,Stochastic
ZTF22abztwpw,QSO,CV/Nova,Stochastic,Stochastic
ZTF22acawqkp,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF23aaabdze,RSCVn,RSCVn,Periodic,Periodic
ZTF23aaaceba,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF23aaadoiz,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF23aaavgwy,RRLc,RRLc,Periodic,Periodic
ZTF23aaavzhx,RSCVn,CV/Nova,Periodic,Stochastic
ZTF23aabbzep,QSO,CV/Nova,Stochastic,Stochastic
ZTF23aabcblc,RSCVn,Microlensing,Periodic,Stochastic
ZTF23aabhxnl,EB/EW,EB/EW,Periodic,Periodic
ZTF23aablnsg,LPV,YSO,Periodic,Periodic
ZTF23aablosl,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF23aabnhfm,RSCVn,YSO,Periodic,Stochastic
ZTF23aabpral,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF23aabxwqp,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF23aabzmpy,RRLab,CV/Nova,Periodic,Periodic
ZTF23aacgjxu,RRLc,RRLc,Periodic,Periodic
ZTF23aadqkly,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF23aadsncb,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF23aaduxry,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF23aaduyyy,YSO,CV/Nova,Periodic,Periodic
ZTF23aaebprx,QSO,CV/Nova,Stochastic,Stochastic
ZTF23aaepcxa,RSCVn,YSO,Periodic,Periodic
ZTF23aaflsra,RSCVn,YSO,Periodic,Stochastic
ZTF23aaguwwk,RSCVn,YSO,Periodic,Stochastic
ZTF23aahoxjs,RSCVn,RSCVn,Periodic,Periodic
ZTF23aahpfhk,QSO,CV/Nova,Stochastic,Stochastic
ZTF23aahwubh,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF23aaipzny,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF23aajefgb,RSCVn,Microlensing,Periodic,Stochastic
ZTF23aajfpyi,RSCVn,Microlensing,Periodic,Stochastic
ZTF23aajynii,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF23aaloiod,LPV,CV/Nova,Periodic,Stochastic
ZTF23aalzhtx,QSO,CV/Nova,Stochastic,Stochastic
ZTF23aamjspo,YSO,YSO,Periodic,Stochastic
ZTF23aamohag,QSO,CV/Nova,Stochastic,Stochastic
ZTF23aamzpzg,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF23aaobkvp,QSO,CV/Nova,Stochastic,Stochastic
ZTF23aaogkrl,RSCVn,CV/Nova,Stochastic,Stochastic
ZTF23aaopkxq,LPV,YSO,Periodic,Stochastic
ZTF23aaozynv,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF23aapcdxj,Microlensing,Microlensing,Periodic,Stochastic
ZTF23aapidtp,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF23aapjdep,RSCVn,YSO,Periodic,Stochastic
ZTF23aaprxmu,EA,Microlensing,Periodic,Stochastic
ZTF23aaqabjw,QSO,CV/Nova,Stochastic,Stochastic
ZTF23aaqawjq,RSCVn,YSO,Periodic,Stochastic
ZTF23aaqupat,EA,CV/Nova,Periodic,Periodic
ZTF23aascjbq,AGN,CV/Nova,Stochastic,Stochastic
ZTF23aasjrhl,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF23aasxkzd,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF23aatlztn,QSO,CV/Nova,Stochastic,Stochastic
ZTF23aatsvpx,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF23aauentq,YSO,Microlensing,Periodic,Stochastic
ZTF23aawkivj,QSO,CV/Nova,Stochastic,Stochastic
ZTF23aawmaci,RSCVn,RSCVn,Periodic,Stochastic
ZTF23aaxdrkh,RSCVn,YSO,Periodic,Stochastic
ZTF23aaxknjh,RSCVn,RSCVn,Periodic,Stochastic
