oid,flat_base,flat_abl,top_base,top_abl
ZTF19acwguyj,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19acwhkpi,EA,CV/Nova,Periodic,Stochastic
ZTF19acwjsvx,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19acwkamu,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19acwlwfg,EA,CV/Nova,Periodic,Periodic
ZTF19acwlyay,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19acwmrys,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19acwqjjs,EB/EW,RRLc,Periodic,Periodic
ZTF19acwqktw,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19acwsvxu,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19acwsvyl,RSCVn,CV/Nova,Periodic,Periodic
ZTF19acwtpge,CV/Nova,CV/Nova,Periodic,Periodic
ZTF19acwuyfg,EA,CV/Nova,Periodic,Stochastic
ZTF19acxfhxd,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19acxfsck,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19acxhzfy,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19acxntdu,RSCVn,CV/Nova,Periodic,Stochastic
ZTF19acxqrgh,RSCVn,YSO,Periodic,Periodic
ZTF19acxrpcy,CV/Nova,CV/Nova,Transient,Transient
ZTF19acxrysg,LPV,YSO,Periodic,Stochastic
ZTF19acxutta,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19acxzazw,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19acyadea,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19acybfok,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19acyderg,Periodic-Other,CV/Nova,Periodic,Transient
ZTF19acyekjl,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF19acyreip,CV/Nova,CV/Nova,Periodic,Transient
ZTF19aczlqfv,EA,YSO,Periodic,Stochastic
ZTF19adauwyt,QSO,CV/Nova,Stochastic,Stochastic
ZTF19adaxidl,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19adbgbwd,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19adbhmsp,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19adbjzvx,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19adbrdvm,YSO,YSO,Periodic,Stochastic
ZTF19adbroge,RSCVn,Microlensing,Periodic,Stochastic
ZTF19adbvyhu,QSO,CV/Nova,Stochastic,Stochastic
ZTF19adccrpk,QSO,CV/Nova,Stochastic,Stochastic
ZTF19adcdglx,QSO,CV/Nova,Stochastic,Stochastic
ZTF19adcgafg,Periodic-Other,YSO,Periodic,Stochastic
ZTF19adcjyru,Periodic-Other,EB/EW,Periodic,Periodic
ZTF19adcnfrb,RRLc,RRLc,Periodic,Periodic
ZTF19adcnggy,RRLab,RRLab,Periodic,Periodic
ZTF19adcprut,LPV,YSO,Periodic,Periodic
ZTF19adcywnt,CV/Nova,EA,Periodic,Periodic
ZTF19addcwhn,YSO,YSO,Periodic,Stochastic
ZTF19adddhke,LPV,YSO,Periodic,Stochastic
ZTF19addezbn,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF19addgyyj,LPV,LPV,Periodic,Periodic
ZTF19addhnfg,LPV,YSO,Periodic,Stochastic
ZTF19addhzht,LPV,YSO,Periodic,Stochastic
ZTF19addicsg,YSO,YSO,Stochastic,Stochastic
ZTF19addipga,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19addivkx,LPV,LPV,Periodic,Periodic
ZTF19addiyhi,LPV,LPV,Periodic,Stochastic
ZTF19addnkxz,CV/Nova,CV/Nova,Periodic,Periodic
ZTF19adedett,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19adehwan,Periodic-Other,YSO,Periodic,Stochastic
ZTF19adexrwa,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19adfkzsj,YSO,CV/Nova,Periodic,Stochastic
ZTF19adgdnkg,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19adgjqlw,QSO,CV/Nova,Stochastic,Stochastic
ZTF19adgrduh,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19adhigik,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19adhkskf,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19adhlvov,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19adhrdpz,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19adhxhex,LPV,YSO,Periodic,Stochastic
ZTF19adhxlcr,LPV,LPV,Periodic,Periodic
ZTF19adifstl,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19adigatl,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19adiookf,LPV,CV/Nova,Periodic,Periodic
ZTF19aditvyp,LPV,YSO,Periodic,Periodic
ZTF19adivjwm,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19adjccvg,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19adjgiqz,EA,EA,Periodic,Periodic
ZTF19adjhxzi,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19adjjbcz,LPV,CEP,Periodic,Periodic
ZTF19adjnbju,RSCVn,YSO,Periodic,Periodic
ZTF19adjrybt,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19adjsgvt,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF19adjxjrl,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19adkmzig,LPV,YSO,Periodic,Periodic
ZTF19adkniow,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19adlydoj,YSO,CV/Nova,Periodic,Stochastic
ZTF19admgyav,RSCVn,YSO,Periodic,Periodic
ZTF19admwnxv,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19admxnmx,EA,CV/Nova,Periodic,Periodic
ZTF19adnlhxf,YSO,YSO,Periodic,Stochastic
ZTF19adnyddx,YSO,YSO,Periodic,Stochastic
ZTF19adnyuwe,LPV,Microlensing,Periodic,Stochastic
ZTF19adnzaif,CEP,YSO,Periodic,Stochastic
ZTF19adofwaq,YSO,YSO,Periodic,Stochastic
ZTF19adofwax,YSO,YSO,Periodic,Stochastic
ZTF20aaablvd,EB/EW,EB/EW,Periodic,Periodic
ZTF20aaayxwi,EA,CV/Nova,Periodic,Transient
ZTF20aabnbgm,EB/EW,EB/EW,Periodic,Periodic
ZTF20aabqmnf,YSO,CV/Nova,Periodic,Stochastic
ZTF20aabwvdd,RSCVn,Microlensing,Periodic,Stochastic
ZTF20aacajxo,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aacarnq,CEP,CV/Nova,Periodic,Periodic
ZTF20aaccunx,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20aacdwbd,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aachlsa,RSCVn,YSO,Periodic,Stochastic
ZTF20aacnito,Periodic-Other,YSO,Periodic,Stochastic
ZTF20aadtaaw,AGN,TDE,Stochastic,Stochastic
ZTF20aadzpzy,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF20aaeaikf,RSCVn,YSO,Periodic,Stochastic
ZTF20aaffdxi,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aaflywy,LPV,CV/Nova,Periodic,Stochastic
ZTF20aafnqan,CV/Nova,CV/Nova,Periodic,Transient
ZTF20aafqhwu,RSCVn,YSO,Periodic,Periodic
ZTF20aagkpwy,QSO,CV/Nova,Stochastic,Stochastic
ZTF20aagnhnt,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20aagnkta,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20aagnmad,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aagoazc,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF20aagojys,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aagpjyo,CEP,YSO,Periodic,Periodic
ZTF20aagwwzd,QSO,CV/Nova,Stochastic,Periodic
ZTF20aahibzb,YSO,YSO,Periodic,Periodic
ZTF20aahpnwi,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aaijvkz,YSO,YSO,Periodic,Stochastic
ZTF20aaiqudm,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aaiubyz,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aaiugzl,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF20aaizbov,RSCVn,Microlensing,Periodic,Stochastic
ZTF20aajcbmp,QSO,CV/Nova,Stochastic,Stochastic
ZTF20aajceue,RRLc,RRLc,Periodic,Periodic
ZTF20aajeaov,Periodic-Other,Microlensing,Periodic,Periodic
ZTF20aajeavu,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20aajegir,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aajfbba,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF20aajgmiu,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aakeqfr,YSO,YSO,Stochastic,Stochastic
ZTF20aakexsv,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aakhemk,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF20aakhqfo,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aakihnq,Periodic-Other,YSO,Periodic,Periodic
ZTF20aakjmcx,RSCVn,CV/Nova,Stochastic,Stochastic
ZTF20aaksyes,LPV,YSO,Periodic,Stochastic
ZTF20aakucbe,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aakvrcg,RSCVn,YSO,Periodic,Stochastic
ZTF20aakzwvg,LPV,YSO,Periodic,Stochastic
ZTF20aalajbk,LPV,YSO,Periodic,Stochastic
ZTF20aaldstk,RSCVn,YSO,Periodic,Stochastic
ZTF20aalyyhv,Periodic-Other,EA,Periodic,Periodic
ZTF20aamcvzw,DSCT,CV/Nova,Periodic,Stochastic
ZTF20aammikx,LPV,YSO,Periodic,Stochastic
ZTF20aamvncg,RSCVn,CV/Nova,Periodic,Stochastic
ZTF20aanleix,RSCVn,CV/Nova,Stochastic,Stochastic
ZTF20aanpewx,AGN,SNIIn,Stochastic,Transient
ZTF20aanrypd,AGN,CV/Nova,Stochastic,Stochastic
ZTF20aaodyah,RSCVn,YSO,Periodic,Stochastic
ZTF20aaoerdu,YSO,YSO,Periodic,Stochastic
ZTF20aapcmsi,QSO,CV/Nova,Stochastic,Stochastic
ZTF20aaprvst,RSCVn,CV/Nova,Periodic,Periodic
ZTF20aaprzgf,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF20aapsaeq,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aapvgjd,RSCVn,YSO,Periodic,Stochastic
ZTF20aaqbiby,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20aaqdcik,CV/Nova,CV/Nova,Periodic,Transient
ZTF20aaqdczr,RSCVn,CEP,Periodic,Periodic
ZTF20aaqddom,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aaqddxf,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20aaqdfwu,Periodic-Other,YSO,Periodic,Periodic
ZTF20aaqfqma,RSCVn,CV/Nova,Periodic,Periodic
ZTF20aaqfrxt,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aaqfzgq,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aaqtuee,RSCVn,YSO,Periodic,Stochastic
ZTF20aarbtpq,RSCVn,CV/Nova,Periodic,Stochastic
ZTF20aasaoid,Periodic-Other,YSO,Periodic,Periodic
ZTF20aasuxzu,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aasvrrk,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aatbjbu,Periodic-Other,YSO,Periodic,Stochastic
ZTF20aatcbxw,QSO,CV/Nova,Stochastic,Stochastic
ZTF20aatmgja,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20aatuxul,RSCVn,YSO,Periodic,Stochastic
ZTF20aauccms,CV/Nova,CV/Nova,Periodic,Transient
ZTF20aaucxiv,Periodic-Other,CV/Nova,Periodic,Transient
ZTF20aaufwwp,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20aauhico,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aauhrxt,YSO,CV/Nova,Periodic,Stochastic
ZTF20aauijci,YSO,CV/Nova,Stochastic,Stochastic
ZTF20aauiufv,CEP,YSO,Periodic,Stochastic
ZTF20aauivil,LPV,CEP,Periodic,Periodic
ZTF20aaujlyt,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20aauoerc,LPV,CV/Nova,Periodic,Stochastic
ZTF20aauquzw,EA,YSO,Periodic,Stochastic
ZTF20aavhlnh,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aavjarv,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20aavlbjz,EA,Microlensing,Periodic,Periodic
ZTF20aavopwe,QSO,CV/Nova,Stochastic,Stochastic
ZTF20aavteuh,CEP,YSO,Periodic,Stochastic
ZTF20aawafqs,CV/Nova,CV/Nova,Periodic,Transient
ZTF20aawqtoz,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20aawudhp,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20aaxfuln,AGN,CV/Nova,Stochastic,Stochastic
ZTF20aaxmkkm,YSO,YSO,Stochastic,Stochastic
ZTF20aaxnxsp,YSO,YSO,Periodic,Periodic
ZTF20aaxsulf,CEP,CV/Nova,Periodic,Transient
ZTF20aaybkdq,YSO,YSO,Stochastic,Stochastic
ZTF20aayguyg,AGN,CV/Nova,Stochastic,Stochastic
ZTF20aayvvxi,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20aazmnww,QSO,CV/Nova,Stochastic,Stochastic
ZTF20aazpyve,CV/Nova,CV/Nova,Periodic,Periodic
ZTF20aazzzmz,QSO,CV/Nova,Stochastic,Stochastic
ZTF20abagxac,QSO,CV/Nova,Stochastic,Stochastic
ZTF20abahmzn,LPV,CV/Nova,Periodic,Stochastic
ZTF20abaogpx,LPV,CV/Nova,Periodic,Stochastic
ZTF20abarumf,YSO,YSO,Stochastic,Stochastic
ZTF20abawjfc,QSO,CV/Nova,Stochastic,Stochastic
ZTF20abbbdak,YSO,YSO,Periodic,Stochastic
ZTF20abbgezw,LPV,YSO,Periodic,Stochastic
ZTF20abbgrnw,YSO,CV/Nova,Stochastic,Stochastic
ZTF20abcdtrs,EA,YSO,Periodic,Stochastic
ZTF20abchiqc,QSO,CV/Nova,Stochastic,Stochastic
ZTF20abcobgm,LPV,YSO,Periodic,Stochastic
ZTF20abcxqcb,Blazar,CV/Nova,Stochastic,Stochastic
ZTF20abcyeul,YSO,YSO,Periodic,Stochastic
ZTF20abdaghm,YSO,CV/Nova,Periodic,Periodic
ZTF20abdckpk,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20abdcpsb,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20abddlfm,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF20abddnqf,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20abdexjf,EA,CV/Nova,Periodic,Periodic
ZTF20abdjkdf,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20abdnekj,RSCVn,CV/Nova,Periodic,Periodic
ZTF20abdonva,LPV,YSO,Periodic,Stochastic
ZTF20abdpofp,RSCVn,YSO,Periodic,Periodic
ZTF20abdrzba,LPV,CV/Nova,Periodic,Stochastic
ZTF20abdslxb,LPV,Microlensing,Stochastic,Stochastic
ZTF20abdulfo,RSCVn,CV/Nova,Periodic,Periodic
ZTF20abdwqxb,CV/Nova,CV/Nova,Periodic,Transient
ZTF20abdwxdm,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20abebhsj,CV/Nova,EA,Periodic,Periodic
ZTF20abeczcn,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20abegdqq,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20abehbet,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF20abekokp,RSCVn,CV/Nova,Stochastic,Stochastic
ZTF20abeldau,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF20abenjxy,LPV,YSO,Periodic,Stochastic
ZTF20abenkim,RSCVn,CV/Nova,Periodic,Periodic
ZTF20abevqnu,Periodic-Other,YSO,Periodic,Stochastic
ZTF20abewvyq,RSCVn,YSO,Periodic,Stochastic
ZTF20abfhciv,EA,YSO,Periodic,Stochastic
ZTF20abfnwih,RSCVn,CV/Nova,Periodic,Periodic
ZTF20abfnxfy,RSCVn,YSO,Periodic,Stochastic
ZTF20abfochs,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF20abfsbsf,RSCVn,YSO,Periodic,Stochastic
ZTF20abgbdoo,QSO,CV/Nova,Stochastic,Stochastic
ZTF20abgjjwf,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20abgzxwy,YSO,YSO,Periodic,Stochastic
ZTF20abhaiyf,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF20abhfsuq,RSCVn,Microlensing,Periodic,Stochastic
ZTF20abhgsdv,QSO,CV/Nova,Stochastic,Stochastic
ZTF20abhjfcs,YSO,YSO,Stochastic,Stochastic
ZTF20abhjirc,YSO,YSO,Periodic,Stochastic
ZTF20abhlgxx,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20abhmpkn,LPV,YSO,Periodic,Stochastic
ZTF20abhnrjn,Periodic-Other,Microlensing,Periodic,Periodic
ZTF20abhybru,YSO,CV/Nova,Stochastic,Stochastic
ZTF20abieyrb,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20abifsbb,CV/Nova,CV/Nova,Transient,Transient
ZTF20abijzif,DSCT,CV/Nova,Periodic,Periodic
ZTF20abikcbs,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20abikkvu,YSO,CV/Nova,Periodic,Stochastic
ZTF20abikoof,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20abilgtx,RSCVn,YSO,Periodic,Periodic
ZTF20abisdvy,QSO,YSO,Stochastic,Stochastic
ZTF20abivawp,LPV,CV/Nova,Periodic,Stochastic
ZTF20abiyuun,LPV,YSO,Periodic,Stochastic
ZTF20abjmycn,YSO,CV/Nova,Stochastic,Stochastic
ZTF20abjpjyw,Periodic-Other,Microlensing,Periodic,Stochastic
ZTF20abjpzhh,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF20abjuxts,LPV,CV/Nova,Periodic,Stochastic
ZTF20abjvclg,EA,CV/Nova,Periodic,Periodic
ZTF20abjxjbu,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20abjybru,YSO,YSO,Periodic,Stochastic
ZTF20abkdtbw,QSO,CV/Nova,Stochastic,Stochastic
ZTF20abkekwm,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20abkhaor,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20abmgoim,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF20abmjnld,YSO,YSO,Periodic,Stochastic
ZTF20abmualn,AGN,TDE,Stochastic,Stochastic
ZTF20abmvinv,QSO,CV/Nova,Stochastic,Stochastic
ZTF20abnceui,LPV,YSO,Periodic,Stochastic
ZTF20abndjrl,QSO,CV/Nova,Stochastic,Stochastic
ZTF20abnizjr,LPV,CV/Nova,Periodic,Transient
ZTF20abnokic,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20abntczg,CV/Nova,CV/Nova,Periodic,Periodic
ZTF20abnwqha,QSO,CV/Nova,Stochastic,Stochastic
ZTF20abochcu,RSCVn,YSO,Periodic,Stochastic
ZTF20abohbmk,QSO,CV/Nova,Stochastic,Stochastic
ZTF20aboinak,Periodic-Other,YSO,Periodic,Stochastic
ZTF20aboranq,QSO,CV/Nova,Stochastic,Stochastic
ZTF20aboshup,YSO,YSO,Stochastic,Stochastic
ZTF20abouxmz,EA,EA,Periodic,Periodic
ZTF20abpkdqu,LPV,LPV,Periodic,Periodic
ZTF20abpkdrk,LPV,YSO,Periodic,Periodic
ZTF20abpufum,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20abqgvti,YSO,CV/Nova,Stochastic,Stochastic
ZTF20abrffjf,AGN,CV/Nova,Stochastic,Stochastic
ZTF20abrishd,YSO,YSO,Periodic,Stochastic
ZTF20abrukdk,YSO,YSO,Periodic,Stochastic
ZTF20abruzqc,Periodic-Other,YSO,Periodic,Stochastic
ZTF20abrwbfz,CV/Nova,CV/Nova,Periodic,Periodic
ZTF20abryvjh,CV/Nova,CV/Nova,Periodic,Transient
ZTF20absbwpq,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20absmnll,CV/Nova,CV/Nova,Periodic,Transient
ZTF20abspynd,Periodic-Other,EA,Periodic,Periodic
ZTF20abstzqf,Blazar,CV/Nova,Stochastic,Stochastic
ZTF20absvhon,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20abtcfbp,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20abttedn,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20abttobi,RSCVn,Microlensing,Periodic,Stochastic
ZTF20abtvrqi,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20abtwcte,Periodic-Other,CV/Nova,Periodic,Transient
ZTF20abufxmy,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20abugbtf,RSCVn,CV/Nova,Periodic,Periodic
ZTF20abuhlzf,RSCVn,YSO,Periodic,Periodic
ZTF20abulses,Periodic-Other,SESN,Periodic,Transient
ZTF20abvgunp,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20abvkqvv,EA,CV/Nova,Periodic,Periodic
ZTF20abvpdxh,Periodic-Other,EA,Periodic,Periodic
ZTF20abvqbgm,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20abwdwer,AGN,CV/Nova,Stochastic,Stochastic
ZTF20abwtmsm,QSO,CV/Nova,Stochastic,Stochastic
ZTF20abwvuot,QSO,Microlensing,Stochastic,Stochastic
ZTF20abxnuzf,Periodic-Other,EA,Periodic,Periodic
ZTF20abxqdby,QSO,CV/Nova,Stochastic,Stochastic
ZTF20abyjgwj,EA,Microlensing,Periodic,Stochastic
ZTF20abynlqq,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF20abzhsoh,YSO,YSO,Stochastic,Stochastic
ZTF20acadgdm,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20acaeplf,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20acaezvu,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20acafoqk,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20acaickv,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF20acaicla,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20acailgy,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF20acajxgm,EB/EW,YSO,Periodic,Periodic
ZTF20acakefs,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20acakhiz,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20acbhroj,YSO,YSO,Periodic,Stochastic
ZTF20acbpyxt,QSO,CV/Nova,Stochastic,Stochastic
ZTF20accxaqx,QSO,CV/Nova,Stochastic,Stochastic
ZTF20acdnifk,CV/Nova,CV/Nova,Periodic,Periodic
ZTF20aceezuh,RSCVn,YSO,Periodic,Stochastic
ZTF20acehyft,CV/Nova,CV/Nova,Stochastic,Periodic
ZTF20acevzgo,YSO,YSO,Stochastic,Stochastic
ZTF20acflwvs,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20acflzsq,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20acfnmfp,EB/EW,EB/EW,Periodic,Periodic
ZTF20acgdlsx,LPV,YSO,Periodic,Stochastic
ZTF20acguidk,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20acgwgri,DSCT,CV/Nova,Periodic,Periodic
ZTF20acgyear,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20achcuqd,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20achdgyn,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20achghzl,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20achjodg,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20achzmyx,AGN,TDE,Stochastic,Stochastic
ZTF20aciadoe,EA,YSO,Periodic,Stochastic
ZTF20acicsan,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20acieicv,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20acigbkz,LPV,CV/Nova,Periodic,Stochastic
ZTF20acihchb,Microlensing,Microlensing,Stochastic,Stochastic
ZTF20acjfitw,QSO,CV/Nova,Stochastic,Stochastic
ZTF20acjkicv,RSCVn,YSO,Periodic,Stochastic
ZTF20acjqorj,RSCVn,YSO,Stochastic,Stochastic
ZTF20acklrdx,CV/Nova,CV/Nova,Periodic,Periodic
ZTF20ackvpsk,Periodic-Other,CV/Nova,Periodic,Transient
ZTF20ackwgez,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20ackyaal,CV/Nova,CV/Nova,Periodic,Transient
ZTF20aclbuim,YSO,YSO,Stochastic,Stochastic
ZTF20aclcwwk,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF20acldeul,AGN,SNII,Stochastic,Transient
ZTF20acldfvw,YSO,CV/Nova,Stochastic,Stochastic
ZTF20acmsmtj,QSO,CV/Nova,Stochastic,Stochastic
ZTF20acmvzaw,QSO,CV/Nova,Stochastic,Stochastic
ZTF20acnmwdz,YSO,CV/Nova,Periodic,Stochastic
ZTF20acnwccn,YSO,YSO,Stochastic,Stochastic
ZTF20acnwcyh,LPV,CV/Nova,Periodic,Stochastic
ZTF20acnwqtz,RSCVn,YSO,Periodic,Periodic
ZTF20acnzdzh,RSCVn,CV/Nova,Periodic,Periodic
ZTF20acnzfda,LPV,LPV,Periodic,Periodic
ZTF20acobxkb,LPV,CV/Nova,Periodic,Transient
ZTF20acodoeq,RSCVn,Microlensing,Stochastic,Stochastic
ZTF20acpfqly,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20acpimur,QSO,CV/Nova,Stochastic,Stochastic
ZTF20acpkpoi,AGN,CV/Nova,Stochastic,Stochastic
ZTF20acpnqnp,RSCVn,YSO,Periodic,Periodic
ZTF20acqhgcz,QSO,CV/Nova,Stochastic,Stochastic
ZTF20acqjfmq,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20acqollb,RSCVn,RSCVn,Periodic,Periodic
ZTF20acqtvay,Blazar,CV/Nova,Stochastic,Stochastic
ZTF20acrzcsa,CV/Nova,CV/Nova,Periodic,Transient
ZTF20actffih,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20actgeel,RSCVn,Microlensing,Periodic,Stochastic
ZTF20actsdmo,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20actxjod,RRLab,RRLab,Periodic,Periodic
ZTF20actxnwr,RSCVn,YSO,Periodic,Periodic
ZTF20acuekdl,YSO,CV/Nova,Stochastic,Stochastic
ZTF20acujwpg,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF20acukqfh,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20acuoiko,RSCVn,YSO,Periodic,Stochastic
ZTF20acuujrb,LPV,LPV,Periodic,Periodic
ZTF20acuuunj,RRLc,RRLc,Periodic,Periodic
ZTF20acuvxvl,LPV,CEP,Periodic,Periodic
ZTF20acuwlfj,LPV,CEP,Periodic,Periodic
ZTF20acvmtss,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF20acvphxt,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF20acvriit,Periodic-Other,CV/Nova,Periodic,Periodic
