tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magpsf_corr_ext,magap,magap_corr,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,sigmagap_corr,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,candid_alert,step_id_corr,phase,parent_candid
"ztf",58711.282500000205,"957282503515015012",2,957282503515,19.693127,1,957,3.539101,18.617426,"","",19.0007,"",0.12665217,"","",0.2227,"",247.7632088,41.1539847,0.95,"t17_f5_c3",0.9999949,19.1055,0.3152,722120235,false,false,false,"","bulk_1.0.0",0,964180964615015000
"ztf",58712.15459490009,"958154594615015022",1,958154594615,20.441187,1,958,3.1292055,19.656425,"","",19.5728,"",0.1639269,"","",0.2,"",247.7632119,41.1540179,0.82857144,"t17_f5_c3",1,19.4436,0.2279,723120146,false,false,false,"","bulk_1.0.0",0,964180964615015000
"ztf",58712.247233800124,"958247234615015000",2,958247234615,20.018024,1,958,2.6405218,18.61047,"","",18.6986,"",0.09584902,"","",0.1373,"",247.7632006,41.1539612,0.95285714,"t17_f5_c3",0.9999995,18.6084,0.1622,723120246,false,false,false,"","bulk_1.0.0",0,964180964615015000
"ztf",58714.22247690009,"960222473515015024",1,960222473515,20.0467,1,960,2.33251,19.6969,"","",19.8186,"",0.247109,"","",0.319,"",247.7631741,41.1539351,0.884286,"t17_f5_c3","",20.0475,0.5057,"",false,false,false,"","bulk_1.0.0",0,964180964615015000
"ztf",58715.162696800195,"961162694615015024",1,961162694615,20.737795,1,961,3.2250235,19.662802,"","",19.8997,"",0.16488636,"","",0.2134,"",247.7631921,41.1540036,0.74857146,"t17_f5_c3",0.9999999,19.9432,0.2847,723120146,false,false,false,"","bulk_1.0.0",0,964180964615015000
"ztf",58718.16284719994,"964162843515015030",1,964162843515,20.735847,1,964,2.312669,19.630604,"","",19.4552,"",0.14879774,"","",0.1382,"",247.7631938,41.1539413,0.7342857,"t17_f5_c3",0.99990046,19.3724,0.164,722120135,false,false,false,"","bulk_1.0.0",0,964180964615015000
"ztf",58718.1809605998,"964180964615015025",1,964180964615,20.713766,1,964,3.2193277,19.726974,"","",20.2267,"",0.15194643,"","",0.2881,"",247.7632322,41.153985,0.7657143,"t17_f5_c3",0.9999866,20.1216,0.3358,723120146,false,false,false,"","bulk_1.0.0",0,983183143515015000
"ztf",58724.153819399886,"970153813515015033",2,970153813515,20.70098,1,970,3.600264,18.6611,"","",18.6876,"",0.06997239,"","",0.086,"",247.7631804,41.1539763,0.94142854,"t17_f5_c3",0.9999089,18.6371,0.1051,722120235,false,false,false,"","bulk_1.0.0",0,983183143515015000
"ztf",58724.175196799915,"970175193515015026",1,970175193515,20.706665,1,970,2.262477,19.733452,"","",19.4259,"",0.14457166,"","",0.1405,"",247.7631917,41.1539587,0.57,"t17_f5_c3",0.9952963,19.3795,0.1722,722120135,false,false,false,"","bulk_1.0.0",0,983183143515015000
"ztf",58724.1813194002,"970181314615015014",1,970181314615,20.655226,1,970,3.2599597,19.756182,"","",19.9447,"",0.14021164,"","",0.2298,"",247.7632162,41.1539788,0.9014286,"t17_f5_c3",0.99999917,20.2457,0.388,723120146,false,false,false,"","bulk_1.0.0",0,983183143515015000
