tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magpsf_corr_ext,magap,magap_corr,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,sigmagap_corr,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,candid_alert,step_id_corr,phase,parent_candid
"ztf",58726.16335650021,"972163354215015015",1,972163354215,20.240652,1,972,0.42209864,17.71869,15.863152,"",17.6861,"",0.09077183,0.010916107,0.016433697,0.044,"",228.9327191,19.2577551,0.9285714,"t17_f5_c3",0.9994425,17.6325,0.0509,582120142,false,true,false,"","bulk_1.0.0",0,980170504215010000
"ztf",58734.170509300195,"980170504215010007",1,980170504215,19.470936,-1,980,0.30684358,18.192516,16.247404,"",18.2209,"",0.11644359,0.008399738,0.019412035,0.1112,"",228.9325923,19.2579084,0.94,"t17_f5_c3",0.9998593,18.2855,0.1494,582120142,false,true,false,"","bulk_1.0.0",0,1006144614215010000
"ztf",58737.17476850003,"983174764215015006",2,983174764215,19.341312,1,983,0.46126696,17.856579,15.822034,"",17.96,"",0.10507815,100,0.016132237,0.1028,"",228.932799,19.2578211,0.93142855,"t17_f5_c3",0.99992,17.9475,0.1287,582120242,false,true,false,"","bulk_1.0.0",0,1006144614215010000
"ztf",58749.13247689977,"995132474215010015",1,995132474215,19.88036,-1,995,0.6537188,18.18689,16.248346,"",18.4182,"",0.17245221,0.023016682,0.028923528,0.1035,"",228.9324909,19.2579263,0.5385714,"t17_f5_c3",0.9524895,18.4801,0.1367,582120142,false,true,false,"","bulk_1.0.0",0,1006144614215010000
"ztf",58760.14461810002,"1006144614215010010",1,1006144614215,19.108644,-1,1006,0.5109403,17.69117,16.359188,"",18.1549,"",0.18886492,0.051872246,0.05538077,0.1336,"",228.9327982,19.2577808,0.5442857,"t17_f5_c3",0.17350101,18.1108,0.1631,582120142,true,true,false,"","bulk_1.0.0",0,0
"ztf",58850.50773150008,"1096507734215010037",2,1096507734215,19.7026,-1,1096,0.700394,18.5907,16.108072,"",18.6,"",0.12379,100,0.012578668,0.1019,"",228.9327066,19.2580701,0.754286,"t17_f5_c3","",18.5662,0.1226,"",false,true,false,"","bulk_1.0.0",0,1110462624215015000
"ztf",58850.55835650023,"1096558354215010033",1,1096558354215,20.1734,-1,1096,0.383295,18.7651,16.175648,"",18.6316,"",0.169324,100,0.015593272,0.0798,"",228.9326095,19.2579532,0.818571,"t17_f5_c3","",18.5897,0.0931,"",false,true,false,"","bulk_1.0.0",0,1110462624215015000
"ztf",58853.537835599855,"1099537834215010024",1,1099537834215,20.3371,-1,1099,0.102608,18.232,16.240961,"",18.1876,"",0.085132,100,0.013604318,0.0528,"",228.9326627,19.2578916,0.934286,"t17_f5_c3","",18.1804,0.0637,"",false,true,false,"","bulk_1.0.0",0,1110462624215015000
"ztf",58856.54770829994,"1102547704215015007",1,1102547704215,20.278688,1,1102,0.262109,18.016363,15.911341,"",18.1181,"",0.079926394,100,0.011499559,0.0511,"",228.9326493,19.2577944,0.94,"t17_f5_c3",0.99998516,18.1032,0.0603,582120142,false,true,false,"","bulk_1.0.0",0,1110462624215015000
"ztf",58861.504467600025,"1107504464215010017",1,1107504464215,19.1865,-1,1107,0.558938,18.4204,16.213667,"",18.2983,"",0.119602,100,0.015669128,0.1266,"",228.9325225,19.2577999,0.897143,"t17_f5_c3","",18.1122,0.1356,"",false,true,false,"","bulk_1.0.0",0,1110462624215015000
"ztf",58864.46262730006,"1110462624215015009",1,1110462624215,19.194109,1,1110,0.22471227,17.091114,15.719302,"",17.0298,"",0.05776542,0.012281633,0.01632838,0.0457,"",228.9326945,19.2578041,0.9457143,"t17_f5_c3",0.99999905,16.9941,0.0557,582120142,false,true,false,"","bulk_1.0.0",0,1118444354215015000
"ztf",58872.4443518999,"1118444354215015004",1,1118444354215,20.349665,1,1118,0.33596593,18.045317,15.915459,"",18.0569,"",0.10237504,0.006409731,0.014396303,0.0579,"",228.9326905,19.2577711,0.73714286,"t17_f5_c3",0.997718,18.1128,0.0737,582120142,false,true,false,"","bulk_1.0.0",0,1136544514215015000
"ztf",58875.5550694,"1121555064215010028",2,1121555064215,20.1682,-1,1121,0.160505,18.1919,16.158178,"",18.143,"",0.086853,100,0.013344307,0.0513,"",228.9326457,19.2579082,0.934286,"t17_f5_c3","",18.1419,0.0622,"",false,true,false,"","bulk_1.0.0",0,1136544514215015000
"ztf",58878.540914400015,"1124540914215010021",1,1124540914215,20.280424,-1,1124,0.17021596,18.20151,16.245913,"",18.1805,"",0.083696105,100,0.013818683,0.0493,"",228.9327128,19.2578943,0.86714286,"t17_f5_c3",0.9999963,18.1153,0.0561,582120142,false,true,false,"","bulk_1.0.0",0,1136544514215015000
"ztf",58878.56046300009,"1124560464215015006",2,1124560464215,19.920542,1,1124,0.50721955,17.941021,15.834579,"",17.8216,"",0.080586374,100,0.011579369,0.0428,"",228.9326801,19.257732,0.81285715,"t17_f5_c3",0.9997379,17.7754,0.0496,582120242,false,true,false,"","bulk_1.0.0",0,1136544514215015000
"ztf",58881.52118059993,"1127521184215010020",1,1127521184215,20.5308,-1,1127,0.238306,18.3925,16.217375,"",18.3128,"",0.102746,100,0.013858467,0.0554,"",228.9326999,19.2579269,0.945714,"t17_f5_c3","",18.3175,0.067,"",false,true,false,"","bulk_1.0.0",0,1136544514215015000
"ztf",58884.55805560015,"1130558054215010032",2,1130558054215,20.0679,-1,1130,0.090564,18.3871,16.13107,"",18.302,"",0.106201,100,0.013295863,0.0691,"",228.932662,19.2578952,0.942857,"t17_f5_c3","",18.3099,0.0857,"",false,true,false,"","bulk_1.0.0",0,1160519024215015000
"ztf",58887.46155089978,"1133461554215015006",1,1133461554215,19.422985,1,1133,0.29936066,17.640285,15.84853,"",17.6718,"",0.09085566,0.012546058,0.017444154,0.0805,"",228.9326876,19.2577789,0.9457143,"t17_f5_c3",0.9993864,17.6727,0.1021,582120142,false,true,false,"","bulk_1.0.0",0,1160519024215015000
"ztf",58890.54451389983,"1136544514215015002",1,1136544514215,18.993351,1,1136,0.34237427,17.114832,15.725954,"",17.1034,"",0.0592817,0.012445946,0.016495649,0.043,"",228.9327675,19.2578241,0.8585714,"t17_f5_c3",0.99990237,17.0605,0.0521,582120142,false,true,false,"","bulk_1.0.0",0,1160519024215015000
"ztf",58906.52019680012,"1152520194215020010",2,1152520194215,19.6463,-1,1152,0.360537,18.1244,16.168932,"",18.2355,"",0.107415,100,0.017736908,0.0889,"",228.9326223,19.2579625,0.944286,"t17_f5_c3","",18.2316,0.1107,"",false,true,false,"","bulk_1.0.0",0,1160519024215015000
"ztf",58906.52288189996,"1152522884215020024",1,1152522884215,19.8324,-1,1152,0.197129,18.1481,16.25499,"",18.089,"",0.098671,100,0.017256208,0.0605,"",228.9326588,19.2578109,0.907143,"t17_f5_c3","",18.0284,0.0706,"",false,true,false,"","bulk_1.0.0",0,1160519024215015000
"ztf",58911.52400460001,"1157524004215010024",1,1157524004215,20.2019,-1,1157,0.700653,19.004,16.156076,"",19.0539,"",0.171819,100,0.012471017,0.1159,"",228.9324694,19.2578932,0.712857,"t17_f5_c3","",18.9767,0.1309,"",false,true,false,"","bulk_1.0.0",0,1160519024215015000
